Tweets	Compound	Analysis
hiv vaccines market set for healthy growth after covid19 pandemic: europe (u.k., germany, france, spain, italy and… 	0.6486	Positive
keep up with the latest covid-19 vaccine developments with the _vaccines tracker  	0.0	Neutral
how do you fight coronavirus when your borders are widely open?we call boris johnson to take more drastic step to a… 	-0.3818	Negative
and a reminder of our weekly _h_s_official #covid19 reporting- now with vacs data. (one of those vaccine numbers… 	0.0	Neutral
how do you fight coronavirus when your borders are widely open? we call boris johnson to take more drastic step say… 	-0.3818	Negative
after some initial ambivalence, my nan   (who’ll be 92 later this year) had the first dose of the  #covid19 vaccine… 	0.0	Neutral
britain could order millions of doses of covid-19 vaccines, 3 months before than the eu, because is not a member an… 	0.0	Neutral
percentage uptake of covid-19 vaccine in over 80s in south cumbria revealed 	0.0	Neutral
bread, milk and a covid jab please.love it. 	0.0	Neutral
behavioural insights on vaccine roll out: going local with the covid-19 vaccine  via _i_tweets	0.0	Neutral
anyone else concerned that the johnson government may order novichok rather than novavax? they’ll obviously be terr… 	0.0	Neutral
been reading everyone's side effects from the vaccine and feeling lucky i don't have anything but a killer headache… 	-0.7003	Negative
some interesting info about the mutated version of #covid19.and news on efficacy of a further vaccine.still, in a… 	0.4019	Positive
so donald trump and bill gates are responsible for the novavax vaccine - which, because it is based on traditional… 	0.3182	Positive
great local news- novavax vaccine trials results are in. if approved by the mhra, its manufacture could start as ea… 	0.7845	Positive
this applies to me folks. two pfizer doses prevent almost all covid-19 cases: israeli research  	0.0258	Positive
as good an explanation as i've seen so far of what is going on with the #astrazenica covid-19 vaccine procurement i… 	0.4404	Positive
meanwhile the eu is still pulling its hair out over a jab they haven’t even approved 	0.4215	Positive
  give us some vaccines atleast... india is donating millions of doses to neighborhood  while you… 	0.0	Neutral
secretary-general of the un  says :#covidvaccine production capacity of india is one of the best… 	0.0	Neutral
another epic head on shot by the legend  	0.0	Neutral
great news! well done to the nnuh research team who recruited more than 500 participants to this vaccine trial… 	0.7574	Positive
#lstm has launched its 'bump it forward' campaign. i have hated donated the equivalent cost of my #covidvaccine to… 	-0.5719	Negative
existing data on transmission rates post #covidvaccine need to be clearly confirmed. if it prevents some transmissi… 	0.4588	Positive
while i appreciate it’s better than having coronavirus, if given the choice don’t go for the oxford vaccine, the side-effects are horrible	0.2732	Positive
learn about the covid-19 vaccine with dr anna goodman  via 	0.0	Neutral
please inform your older relatives that they do not need to pay for their vaccine. if they receive a text or email… 	0.381	Positive
new covid vaccine shows ‘phenomenal’ results as cases halve in london -live 	0.0	Neutral
once the 9 #jcvi priority groups get #covid19 #vaccine (by april?), our governments (uk &amp; sco) need to decide next… 	0.0	Neutral
the  #covid19 plan has a useful table. might need to add a column  to #record type of vaccine with… 	0.4404	Positive
got a scam email yesterday supposedly from the nhs inviting me for my coronavirus jab. it came from a hotmail acc… 	-0.34	Negative
“it’s not just the job of the scientists, it’s not just the job of the vaccine makers or the government”… 	0.0	Neutral
nicola sturgeon seem he’ll bent on ruining the good work the uk has done with the vaccine. all because she’s obsess… 	0.2263	Positive
i had coronavirus jab thanks to daughter taking me to surgery in edinburgh. not done at home as i am vulnerable and… 	0.25	Positive
as big pharma astrazeneca redacts its coronavirus vaccine contract with the eu... isn't this a time we need wikilea… 	0.0	Neutral
really important thread #covid19 #vaccine #mutations 	0.2716	Positive
just received this scam email regarding the covid-19 vaccine. i clicked on it out of curiosity to see how long befo… 	-0.657	Negative
outstanding! credit where it’s due 󠁧󠁢󠁷󠁬󠁳󠁿 #vaccine #wales #covid19  	0.784	Positive
take a look at the new #vaccinationcentre opened in stoneleigh, warwickshire #vaccine #covid19 #covwarks… 	0.0	Neutral
la! enjoy peeps #covid19 #vaccine #vaccinerollout #vaccinessavelives #vaccinationcovid 	0.5411	Positive
 can someone explain how he got the second jab in less than 12 weeks while others are wai… 	0.0	Neutral
great thread reminding us why south africa and much of the developing world will be the casualties of vaccine natio… 	0.6249	Positive
i had the coronavirus vaccine 	0.0	Neutral
stopping hospitalisations is surely the goal, so it’s a very good vaccine. 	0.6962	Positive
the same vaccine as reported by 3 different news outlets. people wonder why there is so much confusion out there.… 	-0.3566	Negative
nice, better than flu jab, should help ease the vaccination chains only having 1 dose 	0.8074	Positive
a significantly lower efficacy rate compared to astrazeneca, pfizer &amp; moderna.i haven't heard the medical opinion… 	-0.296	Negative
seems johnson &amp; johnson about to join the list of vaccine providers....#vaccinerollout 	0.296	Positive
french woman refuses coronavirus #vaccine for sick father 	-0.5106	Negative
if you haven’t checked the log since yesterday, it’s safe to say the coronavirus vaccine did pack a punch for me be… 	0.4404	Positive
a one shot vaccine ....good news. 	0.0	Neutral
and i’m proud to be one of the 762. i can’t do a lot other than stay safe, but taking part in the vaccine study is… 	0.4588	Positive
lovely stuff. so much vaccine. 	0.5859	Positive
glad to see there are at least two johnsons who’ve been doing their job well during the pandemic. 	0.6249	Positive
"hungary becomes the first country in the eu to approve a covid-19 vaccine from china. pm stating ""the chinese have… "	0.0	Neutral
coronavirus vaccine: we had ours this morning at cirencester hospital - as ever very efficient and smooth. 	0.4754	Positive
day off today took mum for her covid-19 jab.. @ plaistow, newham 	0.0	Neutral
what a amazing display of #partnership working   _bc grateful to have got my #vaccine this mo… 	0.7783	Positive
 are calling on more guidance around the #covidvaccine for the clinically vulnerable. i'm just one pe… 	-0.2263	Negative
#covid19 #jab #disabilityinclusion 	0.0	Neutral
what is it like to get the #covidvaccine? my dad is in his 60s and was offered the vaccine because of his severe… 	0.3612	Positive
some more recent shots from our wandering round the city. 	0.0	Neutral
great news!!...my parents who are both over 70 will be getting their first dose of the covid19 vaccine next thursday!!	0.7405	Positive
eu medicines agency approves oxford/astrazeneca covid-19 vaccine for everyone over 18 	0.4019	Positive
i have taken mine today #bamecommunity #vaccine i am also pleased to see so many bame individuals in line.… 	0.4404	Positive
gets my vote!!! when it’s my turn, i will be taking the vaccine 🦠 thanks for sharing this progressive message… 	0.7633	Positive
 _susannah _gibbon  or possibly your thinking of moderna	0.0	Neutral
#covid19#astrazeneca#oxfordastrazenecacongratulations	0.0	Neutral
today my humum had her #covid19 #pfizer #vaccine at #salisbury #hospital thanks to 	0.4404	Positive
eu vaccine row: bitter brussels bans export of vaccines to uk putting nhs supplies at risk  	-0.5994	Negative
brilliant: johnson &amp; johnson says its 'one-dose' coronavirus vaccine has 85% efficacy against severe #covid19 	0.296	Positive
a single-dose coronavirus vaccine developed by janssen is 66% effective, the belgian company has announced. #johnsonjohnson	0.4767	Positive
update 1-eu sets vaccine export controls until end-march | article [amp] | reuters 	0.0	Neutral
vaccine roll out: the number of covid-19 vaccines administered in ni has passed the 220,000 mark.the latest figure… 	0.0772	Positive
a key step in ensuring equitable distribution of the covid-19 vaccine! 	0.3382	Positive
can’t wait for the superpower countries to battle over who’s getting what vaccine and when whilst the world carries on dying from #covid19 	-0.3818	Negative
some important (non nip) news today and well done to all the  team delivering life saving jabs on the front line  	0.4404	Positive
hmmmm vaccine hmmmmm started already, if the coronavirus don’t kill us then the eu will, demanding our share of th… 	-0.6597	Negative
wtf is going on here? are we really at the point where we are withholding the vaccine from others? the eu are not p… 	-0.6322	Negative
the uk government has ordered many times more vaccines than we actually need to give everyone their jabs.wouldn't… 	0.0	Neutral
the eu’s respond to its abysmal vaccine rollout by lashing out at the uk. where’s the proportionality? not even nig… 	0.0	Neutral
the eu make a mistake on buying up vaccine late then try to bully people. we should tell them to piss off. 	-0.8074	Negative
 in the week i received my first dose of the / #covid19 vaccine, for which i’m so incred… 	0.0	Neutral
eu impose hard border in ireland for vaccines  mad as hatters #eu #vaccinenationalism… 	-0.7003	Negative
the eu have made a pig’s ear of securing and distributing covid-19 vaccines.the people of the island of ireland s… 	0.3182	Positive
the phase 3 trial of the  #vaccine indicates 100% protection from death from #coronavirus 28 days post va… 	-0.5994	Negative
regardless of all the #politics, #economics, #misinformation and now #vaccinenationalism surrounding #covid19, reme… 	0.0	Neutral
if i were scottish, i’d want independence || covid-19: another 1,245 people have died with coronavirus in johnson’s… 	-0.5106	Negative
that tweet didn’t age well #covidvaccine #covid19 	0.2732	Positive
selling half price covid-19 vaccines if anyone is interested!!! #covid19	0.5538	Positive
‘the uk is now spoilt for choice on coronavirus vaccines’ and have way more than we need to vaccine every person.… 	0.0	Neutral
coronavirus and the vaccine seems everyone wants to be in the special group, even more so now the eu want everyone… 	0.4588	Positive
eu jingoism  coronavirus: eu confirms new vaccine export controls 	0.0	Neutral
 #covid19 wonderful to see how we as a species continue to confound with our selfish behaviour, how many vaccine… 	0.1531	Positive
