Tweets	Compound	Analysis
essential campaign go give one funds needed to ensure vaccines are everywhere, for everyone 	0.3818	Positive
i’m pleased that anyone aged 40 and over (or will be 40 by the 1st july) can now book a #covid19 vaccine appointmen… 	0.4404	Positive
will #covid19 vaccines reduce virus transmission? 	0.0	Neutral
"classic msm bull ""a new uk report has found more than 500 people who received their coronavirus jabs have been a… "	0.0	Neutral
'super-natural protection'! why it makes sense to have #covid19 #vaccine even if you have been infected! 	-0.5837	Negative
"in the meantime, in belgrade - korčagin kafana provides ""rakija against coronavirus"" shots with takeaway orders - 4… "	0.0	Neutral
thanks for your hard work getting this country moving again. had my 1st jab this… 	0.3612	Positive
vaccine  is not strong enough to kill the indians  virus 	-0.8127	Negative
i had my first oxford/astrazeneca covid-19 vaccination this morning. it’s brilliant how well organised the programm… 	0.7096	Positive
may india breath #india #covid_19 #coronaviruspandemic #coronaindia #vaccine #covidvacccine #epidemic #pandemic… 	0.0	Neutral
In this aspect to make a Covid-19 vaccine to secondary school students! NHS has revealed vaccination plan to children 	0.0	Neutral
tories wanted covid to spread in uk.  they made huge amounts of money. johnson said this is a great opportunity now… 	0.8481	Positive
i read that one of the vaccines in late stage clinical trials in cuba targets effectively the core… 	0.4404	Positive
#covid19vaccineclinic #covid19 #bromleycivic 576 in 5 hours 	0.0	Neutral
. and yet livelihoods, poverty, and more are being ignored. #novaccinepassports… 	-0.6077	Negative
there are now more people aged 16 and over in wales who have had both doses of coronavirus vaccine than have had no doses. 	-0.296	Negative
our clever  is on a mission to gather as much #facts about #vaccine as possible, even during… 	0.4588	Positive
i'm one of the full members of having both my jabs it was to late for my dad ho died from covid19 he court it… 	-0.5574	Negative
make no mistake. the uk government want vaccine passports. and once they are here they won’t be going anywhere. 	-0.5106	Negative
saw this at the dh lawrence museum today. couldn’t agree more! cheers #covid19 #vaccineoptimism 	0.7339	Positive
how johnson’s cronyism contributed to his woeful mishandling of the #coronavirus pandemic.report by … 	-0.4404	Negative
9 border customs workers in new zealand fired for refusing anti-covid vaccine. is it something britain could learn… 	-0.743	Negative
prior #corona virus infection &amp; subsequent strong immune reaction to #covid19 vaccine may protect you against mutan… 	0.7964	Positive
hoping to be better today #covid19  #astrazeneca vaccine saturday evening has confined me to bed with almost ever s… 	0.6908	Positive
#astrazenaca #covid19 vaccine is having a good go at destroying me 	-0.1779	Negative
bbc news - india coronavirus: can its vaccine producers meet demand? 	-0.128	Negative
if johnson has said that, we can be confident we'll be in lockdown again in 6 weeks time. or we'll all be dead. 	-0.2732	Negative
no holidays until at least after 30 junei’ll delay the vaccine until then also let’s have the real #covid19 uk… 	-0.2263	Negative
last week dr hillary stated that the vaccine doesn’t stop you passing the coronavirus on, so why would it be m… 	-0.296	Negative
wtf??!!! what are they jabbing people for? 	0.0	Neutral
there i was looking forward to my free #krispykreme doughnut when i got my vaccine but alas it is only available in… 	-0.128	Negative
yes, of course all care home staff must be given the covid-19 vaccine as part of their job. the ra… 	0.7096	Positive
covid-19 vaccine producers should license the technology, boost supplies: who 	0.4019	Positive
yes, the  vaccine is safe and effective, and vital in the global battle with covid19. don’t take my w… 	0.8074	Positive
oxford astrazeneca covid vaccine has up to 90% efficacy, data reveals 	0.0	Neutral
us agency questions astrazeneca covid-19 vaccine trial  can't seem to catch a br… 	0.0	Neutral
This is solved by canceling the Oxford vaccine again. 	0.2732	Positive
wow 1 year ago since we went in to the first uk lockdown! watching boris johnson on tv. making a time in history we… 	0.6239	Positive
2nd covid-19 vaccine taken. #vaccine #2ndvaccine #covid19 #covid @ woodroyd health centre 	0.0	Neutral
"trials of the az #covid19 vaccine continue: ""concern that astrazeneca may have included outdated information from t… "	0.0	Neutral
macron brutally ripped apart by ex-vaccine taskforce head by brilliant one liner 	-0.0516	Negative
#covid19 #uk #johnson government’s profit driven response to pandemic is responsible for death, incalculable damage… 	0.0772	Positive
off to get my shot #covid19 #vaccine  today 	0.0	Neutral
#johnson government #brexit boom plansban anyone leaving the country in that way anyone going on holiday will dep… 	0.4019	Positive
the volunteers are brilliant and such great fun having them here. the biggest and fastest vaccine programme on the… 	0.9042	Positive
breaking: astrazeneca fights to defend its use of coronavirus vaccine data after us authorities claim “outdated inf… 	-0.4019	Negative
more than 3 million incredible people have had the #covid19vaccine in the #northwest.if you’ve been contacted to… 	0.0	Neutral
jealous foreigners casting doubt on our british oxford vaccine. typical reaction from those nasty eur...er... ameri… 	-0.8442	Negative
go go go east surrey people #covidvaccine 	0.0	Neutral
a law isn’t necessary. care homes and agencies should just refuse to employ people who can’t produce a vaccine card. 	0.25	Positive
#covid19 booster jab done ☑️  as always brilliant and effortless job by all staff involved. better days ah… 	0.7717	Positive
hope is a rainbow.#vaccination #vaccinated #jab#vaccineswork #health #rainbow  #covid19 #hopeisarainbow… 	0.4404	Positive
johnson’s words are cheap &amp; meaningless !! 	-0.5399	Negative
The massive screenings with fast tests help. Tools while the vaccine comes to all and for the future 	0.4019	Positive
any research evidence for over 40yrs  old mum breast feeding, and the effect coronavirus vaccine on mum and baby?… 	0.0	Neutral
about fucking time he understood what vaccines are for. 	0.0	Neutral
scotland’s very first #medicalcannabis clinic has been approved. congrats 	0.7351	Positive
that’s my second covid-19 vaccine done. one step closer to normality. ✅ @ q.e hospital 	0.0	Neutral
that’s great! i hope a peaceful solution can be found, especially one which allows a distribution of vaccines to co… 	0.9151	Positive
"""we did it together""no, you did it, badly. we've been trying to stop you. 127000 #covid19 #deaths #borisjohnsonout "	-0.6486	Negative
covid-19 vaccine is based on 30 years of mrna vaccine research and 18 years of sars vaccine… 	0.0	Neutral
Well, the day arrived. Around the 16 hs (from UK), the 1st dose of the # Covid19 vaccine was applied and it was ... 	0.2732	Positive
eu to avoid backloading of covid-19 vaccines by blocking the exports 	-0.5859	Negative
brilliant news. let's jab those arms 	0.5859	Positive
johnson’s resignation !!! 	-0.4724	Negative
my 1st jab is on sunday, &amp; i honestly feel like the last 50-yo to be done... 	0.6705	Positive
words, just words.#borisjohnsonmustgo 	0.0	Neutral
the absurdity of seeing this vaccine as a solution to covid-19 without considering the long term effe… 	0.3182	Positive
putin receives russian coronavirus vaccine – kremlin 	0.0	Neutral
i agree completely with this. boris johnson offered no apology, showed no contrition, &amp; admitted no mistakes toda… 	-0.6124	Negative
Responsible reports about AstraZeneca: bleeding by Corona vaccine? (Worrying Reports on AstraZeneca: Corona V ... 	0.3182	Positive
friendly reminder that johnson could of avoid this. 	0.25	Positive
second dose done. ٱلْحَمْدُ لِلَّٰهِin the uk, we are administering 27 jabs a second. please get vaccinated when y… 	0.3182	Positive
_england is basically confirming vaccine works let's get out of lockdown and let the vaccine do its job.… 	0.0	Neutral
eu: support vaccine sharing to beat covid-19  #globalcitizen 	0.6705	Positive
man on #covid19 #vaccine vial theft rap after incident at edinburgh virus hub...good work 	0.0	Neutral
round 2 of  pfizer (sars-cov-2-mrna) #covid19 #pfizer #vaccination #nhs #grateful #referee #coach… 	0.0	Neutral
Really proud ✨univ makes a vaccine, the department makes Oxford Government Response Tracker which is a referral of taking ... 	0.5256	Positive
no10 fails to deny boris johnson said he was ready to let covid ‘rip’ 	-0.4019	Negative
the vaccine has been rolled out on a far larger scale to countries with less income?further more, since the roll… 	0.0	Neutral
single dose of #covid19 vaccine can nearly halve transmission of virus 	0.0	Neutral
dear tory cabinet vaccines may protect us from #covid19but they do not protect you from good journalists exposing… 	0.8658	Positive
thankfully i'm feeling a lot better as i was very sick yesterday. the #astrazeneca vaccine has side effects as was… 	0.3832	Positive
boris johnson needs to kick this tittle tattling… 	0.0	Neutral
second az #vaccine and no side effects 🤞my side effects with #covid19 however included lung infections x2, asthma a… 	-0.296	Negative
all jabbed up with no place to go! thank you #nhs #covid19 part 2 of 2 completed 	0.1511	Positive
#capitalism #covid19 call for resignation of #johnson mps’ whining over broken rules is time wasted and lives lost.… 	-0.8555	Negative
eish and eina. canadian city of #hamilton, ontario, happy to offer race-based #covid19 #vaccine appointments. 	0.5719	Positive
via  ...#vaccines #covid19 #nhs #digitalhealth covid: one dose of vaccine halves transmission - st… 	0.0	Neutral
this is just heartbreaking.india, i'm so sad for you, and i hope every country that can will send you vaccines and… 	-0.2712	Negative
we’re not going to have a vaccine passport. we are going to have a vaccine passport. i’m sure they get their inspir… 	0.3182	Positive
just to let you know 46 million people have had their vaccine at this point, it’s probably not worth telling us how… 	-0.1695	Negative
just in case you think the #covid19 #vaccine hangs around in your body wreaking havoc on your #dna... 	-0.5994	Negative
second shot done and dusted!! glad it's over. #covidsafe #covid19 #vaccine #alldosedup #astrazeneca #postlockdown… 	0.555	Positive
